maze_id,source_path,task_id,family,family_group,is_b,width,height,grid_area,topology,variant,comparison_cell,chain_pattern,source_category,distractor_type,is_beatable,optimal_steps,states_explored,path_signature,path_depth,path_key_stages,path_switch_stages,path_event_ids,option_count,distractor_count,five_option,inactive_switches,unmatched_keys,object_count,n_keys,n_doors,n_switches,n_gates,known_length_risk,duplicate_task_id
D1/10x10_corridor_wrong_ky_sg_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_sg_1.json,10x10_corridor_wrong_ky_sg_1,D1,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_switch_gate,,,True,44,328,S,1,0,1,g1,2,1,False,0,1,3,1,0,1,1,False,False
D1/10x10_dense_wrong_ky_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_dense_wrong_ky_kr_0.json,10x10_dense_wrong_ky_kr_0,D1,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_single_key_door,,,True,44,328,K,1,1,0,DR,2,1,False,0,1,3,2,1,0,0,False,False
D2/10x10_corridor_wrong_ky_inactive_sb_sg_1,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_inactive_sb_sg_1.json,10x10_corridor_wrong_ky_inactive_sb_sg_kr_1,D2,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,44,651,S,1,0,1,g1,3,2,False,1,1,4,1,0,2,1,False,True
D3/10x10_dense_kr_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/10x10_dense_kr_deadend_ky_dy_0.json,10x10_dense_kr_deadend_ky_dy_0,D3,D,False,10,10,100,dense,0,10x10:dense:0,single_key_door_deadend_yellow_key_door,M1,deadend_yellow_key_door,True,44,228,K,1,1,0,DR,2,1,False,0,0,4,2,2,0,0,True,False
M1/10x10_corridor_kr_0,ogbench/ogbench/procgen/maze_jsons/M1/10x10_corridor_kr_0.json,10x10_corridor_kr_0,M1,M,False,10,10,100,corridor,0,10x10:corridor:0,single_key_door,,,True,44,229,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
M1/10x10_dense_kr_0,ogbench/ogbench/procgen/maze_jsons/M1/10x10_dense_kr_0.json,10x10_dense_kr_0,M1,M,False,10,10,100,dense,0,10x10:dense:0,single_key_door,,,True,44,228,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
M2/10x10_corridor_sg_1,ogbench/ogbench/procgen/maze_jsons/M2/10x10_corridor_sg_1.json,10x10_corridor_sg_1,M2,M,False,10,10,100,corridor,1,10x10:corridor:1,single_switch_gate,,,True,44,165,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/10x10_corridor_wrong_ky_kr_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_1.json,10x10_corridor_wrong_ky_kr_1,D1,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_key_door,,,True,45,313,K,1,1,0,DR,2,1,False,0,1,3,2,1,0,0,False,False
D1/10x10_corridor_wrong_ky_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_sg_0.json,10x10_corridor_wrong_ky_kr_sg_0,D1,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_key_door_then_switch_gate,,,True,45,423,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/10x10_corridor_wrong_ky_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_sg_kr_0.json,10x10_corridor_wrong_ky_sg_kr_0,D1,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_switch_gate_then_key_door,,,True,45,454,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/10x10_corridor_wrong_ky_inactive_sb_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_inactive_sb_sg_kr_0.json,10x10_corridor_wrong_ky_inactive_sb_sg_kr_0,D2,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,45,897,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,False
D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_0,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_0.json,10x10_corridor_wrong_ky_kr_inactive_sb_sg_0,D2,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,45,596,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
D3/14x14_dense_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_deadend_ky_dy_1.json,14x14_dense_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,none_deadend_yellow_key_door,S6,deadend_yellow_key_door,True,45,251,none,0,0,0,,1,1,False,0,0,2,1,1,0,0,True,False
M1/10x10_corridor_kr_1,ogbench/ogbench/procgen/maze_jsons/M1/10x10_corridor_kr_1.json,10x10_corridor_kr_1,M1,M,False,10,10,100,corridor,1,10x10:corridor:1,single_key_door,,,True,45,189,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
M3/10x10_corridor_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/M3/10x10_corridor_kr_sg_0.json,10x10_corridor_kr_sg_0,M3,M,False,10,10,100,corridor,0,10x10:corridor:0,key_door_then_switch_gate,,,True,45,309,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/10x10_corridor_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/M4/10x10_corridor_sg_kr_0.json,10x10_corridor_sg_kr_0,M4,M,False,10,10,100,corridor,0,10x10:corridor:0,switch_gate_then_key_door,,,True,45,318,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
S6/14x14_dense_1,ogbench/ogbench/procgen/maze_jsons/S6/14x14_dense_1.json,14x14_dense_1,S6,S,False,14,14,196,dense,1,14x14:dense:1,none,,,True,45,251,none,0,0,0,,0,0,False,0,0,0,0,0,0,0,False,False
D1/10x10_corridor_wrong_ky_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_kb_0.json,10x10_corridor_wrong_ky_kr_kb_0,D1,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_kk,,,True,46,477,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
D1/10x10_corridor_wrong_ky_kr_sg_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_sg_1.json,10x10_corridor_wrong_ky_kr_sg_1,D1,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_key_door_then_switch_gate,,,True,46,481,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/10x10_corridor_wrong_ky_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_sg_kr_1.json,10x10_corridor_wrong_ky_sg_kr_1,D1,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_switch_gate_then_key_door,,,True,46,433,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/10x10_corridor_wrong_ky_inactive_sb_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_inactive_sb_sg_kr_1.json,10x10_corridor_wrong_ky_inactive_sb_sg_kr_1,D2,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,46,861,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,True
D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_1,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_1.json,10x10_corridor_wrong_ky_kr_inactive_sb_sg_1,D2,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,46,884,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
M3/10x10_corridor_kr_sg_1,ogbench/ogbench/procgen/maze_jsons/M3/10x10_corridor_kr_sg_1.json,10x10_corridor_kr_sg_1,M3,M,False,10,10,100,corridor,1,10x10:corridor:1,key_door_then_switch_gate,,,True,46,273,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/10x10_corridor_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/M4/10x10_corridor_sg_kr_1.json,10x10_corridor_sg_kr_1,M4,M,False,10,10,100,corridor,1,10x10:corridor:1,switch_gate_then_key_door,,,True,46,325,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
M5/10x10_corridor_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/M5/10x10_corridor_kr_kb_0.json,10x10_corridor_kr_kb_0,M5,M,False,10,10,100,corridor,0,10x10:corridor:0,kk,,,True,46,361,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
D1/10x10_corridor_wrong_ky_kr_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_kb_1.json,10x10_corridor_wrong_ky_kr_kb_1,D1,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_kk,,,True,47,433,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
D1/10x10_corridor_wrong_ky_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_sg_kb_0.json,10x10_corridor_wrong_ky_kr_sg_kb_0,D1,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_kr_sg_kb,,,True,47,549,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_kb_0.json,10x10_corridor_wrong_ky_kr_inactive_sb_sg_kb_0,D2,D,False,10,10,100,corridor,0,10x10:corridor:0,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,47,821,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
M5/10x10_corridor_kr_kb_1,ogbench/ogbench/procgen/maze_jsons/M5/10x10_corridor_kr_kb_1.json,10x10_corridor_kr_kb_1,M5,M,False,10,10,100,corridor,1,10x10:corridor:1,kk,,,True,47,325,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
M6/10x10_corridor_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/M6/10x10_corridor_kr_sg_kb_0.json,10x10_corridor_kr_sg_kb_0,M6,M,False,10,10,100,corridor,0,10x10:corridor:0,kr_sg_kb,,,True,47,421,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
D1/10x10_corridor_wrong_ky_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_corridor_wrong_ky_kr_sg_kb_1.json,10x10_corridor_wrong_ky_kr_sg_kb_1,D1,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_kr_sg_kb,,,True,48,546,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D2/10x10_corridor_wrong_ky_kr_inactive_sb_sg_kb_1.json,10x10_corridor_wrong_ky_kr_inactive_sb_sg_kb_1,D2,D,False,10,10,100,corridor,1,10x10:corridor:1,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,48,1008,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
M6/10x10_corridor_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/M6/10x10_corridor_kr_sg_kb_1.json,10x10_corridor_kr_sg_kb_1,M6,M,False,10,10,100,corridor,1,10x10:corridor:1,kr_sg_kb,,,True,48,333,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
D1/10x10_dense_wrong_ky_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_dense_wrong_ky_kr_sg_0.json,10x10_dense_wrong_ky_kr_sg_0,D1,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_key_door_then_switch_gate,,,True,53,454,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/10x10_dense_wrong_ky_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_dense_wrong_ky_sg_kr_0.json,10x10_dense_wrong_ky_sg_kr_0,D1,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_switch_gate_then_key_door,,,True,53,438,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/10x10_dense_wrong_ky_inactive_sb_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D2/10x10_dense_wrong_ky_inactive_sb_sg_kr_0.json,10x10_dense_wrong_ky_inactive_sb_sg_kr_0,D2,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,53,868,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,False
D2/10x10_dense_wrong_ky_kr_inactive_sb_sg_0,ogbench/ogbench/procgen/maze_jsons/D2/10x10_dense_wrong_ky_kr_inactive_sb_sg_0.json,10x10_dense_wrong_ky_kr_inactive_sb_sg_0,D2,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,53,723,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
D3/10x10_dense_kr_sg_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/10x10_dense_kr_sg_deadend_ky_dy_0.json,10x10_dense_kr_sg_deadend_ky_dy_0,D3,D,False,10,10,100,dense,0,10x10:dense:0,key_door_then_switch_gate_deadend_yellow_key_door,M3,deadend_yellow_key_door,True,53,299,K->S,2,1,1,DR;g1,3,1,False,0,0,6,2,2,1,1,True,False
D3/10x10_dense_sg_kr_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/10x10_dense_sg_kr_deadend_ky_dy_0.json,10x10_dense_sg_kr_deadend_ky_dy_0,D3,D,False,10,10,100,dense,0,10x10:dense:0,switch_gate_then_key_door_deadend_yellow_key_door,M4,deadend_yellow_key_door,True,53,306,S->K,2,1,1,g1;DR,3,1,False,0,0,6,2,2,1,1,True,False
M3/10x10_dense_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/M3/10x10_dense_kr_sg_0.json,10x10_dense_kr_sg_0,M3,M,False,10,10,100,dense,0,10x10:dense:0,key_door_then_switch_gate,,,True,53,299,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/10x10_dense_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/M4/10x10_dense_sg_kr_0.json,10x10_dense_sg_kr_0,M4,M,False,10,10,100,dense,0,10x10:dense:0,switch_gate_then_key_door,,,True,53,306,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
D1/10x10_dense_wrong_ky_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_dense_wrong_ky_kr_kb_0.json,10x10_dense_wrong_ky_kr_kb_0,D1,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_kk,,,True,54,482,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
D3/10x10_dense_kr_kb_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/10x10_dense_kr_kb_deadend_ky_dy_0.json,10x10_dense_kr_kb_deadend_ky_dy_0,D3,D,False,10,10,100,dense,0,10x10:dense:0,kk_deadend_yellow_key_door,M5,deadend_yellow_key_door,True,54,350,K->K,2,2,0,DR;DB,3,1,False,0,0,6,3,3,0,0,True,False
M5/10x10_dense_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/M5/10x10_dense_kr_kb_0.json,10x10_dense_kr_kb_0,M5,M,False,10,10,100,dense,0,10x10:dense:0,kk,,,True,54,350,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
D1/10x10_dense_wrong_ky_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/10x10_dense_wrong_ky_kr_sg_kb_1.json,10x10_dense_wrong_ky_kr_sg_kb_1,D1,D,False,10,10,100,dense,1,10x10:dense:1,wrong_key_then_kr_sg_kb,,,True,58,564,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/10x10_dense_wrong_ky_kr_inactive_sb_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D2/10x10_dense_wrong_ky_kr_inactive_sb_sg_kb_1.json,10x10_dense_wrong_ky_kr_inactive_sb_sg_kb_1,D2,D,False,10,10,100,dense,1,10x10:dense:1,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,58,1008,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
D3/10x10_dense_kr_sg_kb_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/10x10_dense_kr_sg_kb_deadend_ky_dy_1.json,10x10_dense_kr_sg_kb_deadend_ky_dy_1,D3,D,False,10,10,100,dense,1,10x10:dense:1,kr_sg_kb_deadend_yellow_key_door,M6,deadend_yellow_key_door,True,58,336,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,0,8,3,3,1,1,True,False
M6/10x10_dense_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/M6/10x10_dense_kr_sg_kb_1.json,10x10_dense_kr_sg_kb_1,M6,M,False,10,10,100,dense,1,10x10:dense:1,kr_sg_kb,,,True,58,336,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
D1/10x10_dense_wrong_ky_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/10x10_dense_wrong_ky_kr_sg_kb_0.json,10x10_dense_wrong_ky_kr_sg_kb_0,D1,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_kr_sg_kb,,,True,61,566,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/10x10_dense_wrong_ky_kr_inactive_sb_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D2/10x10_dense_wrong_ky_kr_inactive_sb_sg_kb_0.json,10x10_dense_wrong_ky_kr_inactive_sb_sg_kb_0,D2,D,False,10,10,100,dense,0,10x10:dense:0,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,61,962,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
D3/10x10_dense_kr_sg_kb_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/10x10_dense_kr_sg_kb_deadend_ky_dy_0.json,10x10_dense_kr_sg_kb_deadend_ky_dy_0,D3,D,False,10,10,100,dense,0,10x10:dense:0,kr_sg_kb_deadend_yellow_key_door,M6,deadend_yellow_key_door,True,61,352,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,0,8,3,3,1,1,True,False
M6/10x10_dense_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/M6/10x10_dense_kr_sg_kb_0.json,10x10_dense_kr_sg_kb_0,M6,M,False,10,10,100,dense,0,10x10:dense:0,kr_sg_kb,,,True,61,352,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
B1/14x14_dense_swg_1,ogbench/ogbench/procgen/maze_jsons/B1/14x14_dense_swg_1.json,14x14_dense_swg_1,B1,B,True,14,14,196,dense,1,14x14:dense:1,single_white_switch_gate,,,True,68,331,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_dense_wrong_ky_sg_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_sg_1.json,14x14_dense_wrong_ky_sg_1,D1,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_switch_gate,,,True,68,653,S,1,0,1,g1,2,1,False,0,1,3,1,0,1,1,False,False
D2/14x14_dense_wrong_ky_inactive_sb_sg_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_inactive_sb_sg_1.json,14x14_dense_wrong_ky_inactive_sb_sg_1,D2,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_single_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,68,1291,S,1,0,1,g1,3,2,False,1,1,4,1,0,2,1,False,False
D3/14x14_dense_sg_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_sg_deadend_ky_dy_1.json,14x14_dense_sg_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,single_switch_gate_deadend_yellow_key_door,M2,deadend_yellow_key_door,True,68,331,S,1,0,1,g1,2,1,False,0,0,4,1,1,1,1,True,False
D3/14x14_dense_swg_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_swg_deadend_ky_dy_1.json,14x14_dense_swg_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,single_white_switch_gate_deadend_yellow_key_door,B1,deadend_yellow_key_door,True,68,331,S,1,0,1,g1,2,1,False,0,0,4,1,1,1,1,True,False
M2/14x14_dense_sg_1,ogbench/ogbench/procgen/maze_jsons/M2/14x14_dense_sg_1.json,14x14_dense_sg_1,M2,M,False,14,14,196,dense,1,14x14:dense:1,single_switch_gate,,,True,68,331,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_dense_wrong_ky_kr_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_1.json,14x14_dense_wrong_ky_kr_1,D1,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_single_key_door,,,True,69,610,K,1,1,0,DR,2,1,False,0,1,3,2,1,0,0,False,False
D3/14x14_dense_kr_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_deadend_ky_dy_1.json,14x14_dense_kr_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,single_key_door_deadend_yellow_key_door,M1,deadend_yellow_key_door,True,69,411,K,1,1,0,DR,2,1,False,0,0,4,2,2,0,0,True,False
M1/14x14_dense_kr_1,ogbench/ogbench/procgen/maze_jsons/M1/14x14_dense_kr_1.json,14x14_dense_kr_1,M1,M,False,14,14,196,dense,1,14x14:dense:1,single_key_door,,,True,69,411,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
D3/14x14_dense_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_deadend_ky_dy_0.json,14x14_dense_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,none_deadend_yellow_key_door,S6,deadend_yellow_key_door,True,72,398,none,0,0,0,,1,1,False,0,0,2,1,1,0,0,True,False
S6/14x14_dense_0,ogbench/ogbench/procgen/maze_jsons/S6/14x14_dense_0.json,14x14_dense_0,S6,S,False,14,14,196,dense,0,14x14:dense:0,none,,,True,72,296,none,0,0,0,,0,0,False,0,0,0,0,0,0,0,False,False
S5/14x14_corridor_0,ogbench/ogbench/procgen/maze_jsons/S5/14x14_corridor_0.json,14x14_corridor_0,S5,S,False,14,14,196,corridor,0,14x14:corridor:0,none,,,True,77,309,none,0,0,0,,0,0,False,0,0,0,0,0,0,0,False,False
B1/14x14_dense_swg_0,ogbench/ogbench/procgen/maze_jsons/B1/14x14_dense_swg_0.json,14x14_dense_swg_0,B1,B,True,14,14,196,dense,0,14x14:dense:0,single_white_switch_gate,,,True,79,416,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_dense_wrong_ky_sg_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_sg_0.json,14x14_dense_wrong_ky_sg_0,D1,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_single_switch_gate,,,True,79,828,S,1,0,1,g1,2,1,False,0,1,3,1,0,1,1,False,False
D2/14x14_dense_wrong_ky_inactive_sb_sg_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_inactive_sb_sg_0.json,14x14_dense_wrong_ky_inactive_sb_sg_0,D2,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_single_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,79,1561,S,1,0,1,g1,3,2,False,1,1,4,1,0,2,1,False,False
D3/14x14_dense_sg_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_sg_deadend_ky_dy_0.json,14x14_dense_sg_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,single_switch_gate_deadend_yellow_key_door,M2,deadend_yellow_key_door,True,79,518,S,1,0,1,g1,2,1,False,0,0,4,1,1,1,1,True,False
D3/14x14_dense_swg_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_swg_deadend_ky_dy_0.json,14x14_dense_swg_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,single_white_switch_gate_deadend_yellow_key_door,B1,deadend_yellow_key_door,True,79,518,S,1,0,1,g1,2,1,False,0,0,4,1,1,1,1,True,False
M2/14x14_dense_sg_0,ogbench/ogbench/procgen/maze_jsons/M2/14x14_dense_sg_0.json,14x14_dense_sg_0,M2,M,False,14,14,196,dense,0,14x14:dense:0,single_switch_gate,,,True,79,416,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_dense_wrong_ky_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_0.json,14x14_dense_wrong_ky_kr_0,D1,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_single_key_door,,,True,80,852,K,1,1,0,DR,2,1,False,0,1,3,2,1,0,0,False,False
D3/14x14_dense_kr_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_deadend_ky_dy_0.json,14x14_dense_kr_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,single_key_door_deadend_yellow_key_door,M1,deadend_yellow_key_door,True,80,638,K,1,1,0,DR,2,1,False,0,0,4,2,2,0,0,True,False
M1/14x14_dense_kr_0,ogbench/ogbench/procgen/maze_jsons/M1/14x14_dense_kr_0.json,14x14_dense_kr_0,M1,M,False,14,14,196,dense,0,14x14:dense:0,single_key_door,,,True,80,536,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
B1/14x14_corridor_swg_0,ogbench/ogbench/procgen/maze_jsons/B1/14x14_corridor_swg_0.json,14x14_corridor_swg_0,B1,B,True,14,14,196,corridor,0,14x14:corridor:0,single_white_switch_gate,,,True,84,489,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
